990,2970,5940,9900,14850,20790,27720,35640,44550,54450,65340,77220,90090,103950,118800,134640,151470,169290,188100,207900,228690,250470,273240,297000,321750,347490,374220,401940,430650,460350,491040,522720,555390,589050,623700,659340,695970,733590,772200,811800,852390,893970,936540,980100,1024650,1070190,1116720,1164240,1212750,1262250,1312740,1364220,1416690,1470150,1524600,1580040,1636470,1693890,1752300,1811700,1872090,1933470,1995840,2059200,2123550,2188890,2255220,2322540,2390850,2460150,2530440,2601720,2673990,2747250,2821500,2896740,2972970,3050190,3128400,3207600,3287790,3368970,3451140,3534300,3618450,3703590,3789720,3876840,3964950,4054050,4144140,4235220,4327290,4420350,4514400,4609440,4705470,4802490,4900500,4999500
1035,3105,6210,10350,15525,21735,28980,37260,46575,56925,68310,80730,94185,108675,124200,140760,158355,176985,196650,217350,239085,261855,285660,310500,336375,363285,391230,420210,450225,481275,513360,546480,580635,615825,652050,689310,727605,766935,807300,848700,891135,934605,979110,1024650,1071225,1118835,1167480,1217160,1267875,1319625,1372410,1426230,1481085,1536975,1593900,1651860,1710855,1770885,1831950,1894050,1957185,2021355,2086560,2152800,2220075,2288385,2357730,2428110,2499525,2571975,2645460,2719980,2795535,2872125,2949750,3028410,3108105,3188835,3270600,3353400,3437235,3522105,3608010,3694950,3782925,3871935,3961980,4053060,4145175,4238325,4332510,4427730,4523985,4621275,4719600,4818960,4919355,5020785,5123250,5226750
1081,3243,6486,10810,16215,22701,30268,38916,48645,59455,71346,84318,98371,113505,129720,147016,165393,184851,205390,227010,249711,273493,298356,324300,351325,379431,408618,438886,470235,502665,536176,570768,606441,643195,681030,719946,759943,801021,843180,886420,930741,976143,1022626,1070190,1118835,1168561,1219368,1271256,1324225,1378275,1433406,1489618,1546911,1605285,1664740,1725276,1786893,1849591,1913370,1978230,2044171,2111193,2179296,2248480,2318745,2390091,2462518,2536026,2610615,2686285,2763036,2840868,2919781,2999775,3080850,3163006,3246243,3330561,3415960,3502440,3590001,3678643,3768366,3859170,3951055,4044021,4138068,4233196,4329405,4426695,4525066,4624518,4725051,4826665,4929360,5033136,5137993,5243931,5350950,5459050
1128,3384,6768,11280,16920,23688,31584,40608,50760,62040,74448,87984,102648,118440,135360,153408,172584,192888,214320,236880,260568,285384,311328,338400,366600,395928,426384,457968,490680,524520,559488,595584,632808,671160,710640,751248,792984,835848,879840,924960,971208,1018584,1067088,1116720,1167480,1219368,1272384,1326528,1381800,1438200,1495728,1554384,1614168,1675080,1737120,1800288,1864584,1930008,1996560,2064240,2133048,2202984,2274048,2346240,2419560,2494008,2569584,2646288,2724120,2803080,2883168,2964384,3046728,3130200,3214800,3300528,3387384,3475368,3564480,3654720,3746088,3838584,3932208,4026960,4122840,4219848,4317984,4417248,4517640,4619160,4721808,4825584,4930488,5036520,5143680,5251968,5361384,5471928,5583600,5696400
1176,3528,7056,11760,17640,24696,32928,42336,52920,64680,77616,91728,107016,123480,141120,159936,179928,201096,223440,246960,271656,297528,324576,352800,382200,412776,444528,477456,511560,546840,583296,620928,659736,699720,740880,783216,826728,871416,917280,964320,1012536,1061928,1112496,1164240,1217160,1271256,1326528,1382976,1440600,1499400,1559376,1620528,1682856,1746360,1811040,1876896,1943928,2012136,2081520,2152080,2223816,2296728,2370816,2446080,2522520,2600136,2678928,2758896,2840040,2922360,3005856,3090528,3176376,3263400,3351600,3440976,3531528,3623256,3716160,3810240,3905496,4001928,4099536,4198320,4298280,4399416,4501728,4605216,4709880,4815720,4922736,5030928,5140296,5250840,5362560,5475456,5589528,5704776,5821200,5938800
1225,3675,7350,12250,18375,25725,34300,44100,55125,67375,80850,95550,111475,128625,147000,166600,187425,209475,232750,257250,282975,309925,338100,367500,398125,429975,463050,497350,532875,569625,607600,646800,687225,728875,771750,815850,861175,907725,955500,1004500,1054725,1106175,1158850,1212750,1267875,1324225,1381800,1440600,1500625,1561875,1624350,1688050,1752975,1819125,1886500,1955100,2024925,2095975,2168250,2241750,2316475,2392425,2469600,2548000,2627625,2708475,2790550,2873850,2958375,3044125,3131100,3219300,3308725,3399375,3491250,3584350,3678675,3774225,3871000,3969000,4068225,4168675,4270350,4373250,4477375,4582725,4689300,4797100,4906125,5016375,5127850,5240550,5354475,5469625,5586000,5703600,5822425,5942475,6063750,6186250
1275,3825,7650,12750,19125,26775,35700,45900,57375,70125,84150,99450,116025,133875,153000,173400,195075,218025,242250,267750,294525,322575,351900,382500,414375,447525,481950,517650,554625,592875,632400,673200,715275,758625,803250,849150,896325,944775,994500,1045500,1097775,1151325,1206150,1262250,1319625,1378275,1438200,1499400,1561875,1625625,1690650,1756950,1824525,1893375,1963500,2034900,2107575,2181525,2256750,2333250,2411025,2490075,2570400,2652000,2734875,2819025,2904450,2991150,3079125,3168375,3258900,3350700,3443775,3538125,3633750,3730650,3828825,3928275,4029000,4131000,4234275,4338825,4444650,4551750,4660125,4769775,4880700,4992900,5106375,5221125,5337150,5454450,5573025,5692875,5814000,5936400,6060075,6185025,6311250,6438750
1326,3978,7956,13260,19890,27846,37128,47736,59670,72930,87516,103428,120666,139230,159120,180336,202878,226746,251940,278460,306306,335478,365976,397800,430950,465426,501228,538356,576810,616590,657696,700128,743886,788970,835380,883116,932178,982566,1034280,1087320,1141686,1197378,1254396,1312740,1372410,1433406,1495728,1559376,1624350,1690650,1758276,1827228,1897506,1969110,2042040,2116296,2191878,2268786,2347020,2426580,2507466,2589678,2673216,2758080,2844270,2931786,3020628,3110796,3202290,3295110,3389256,3484728,3581526,3679650,3779100,3879876,3981978,4085406,4190160,4296240,4403646,4512378,4622436,4733820,4846530,4960566,5075928,5192616,5310630,5429970,5550636,5672628,5795946,5920590,6046560,6173856,6302478,6432426,6563700,6696300
1378,4134,8268,13780,20670,28938,38584,49608,62010,75790,90948,107484,125398,144690,165360,187408,210834,235638,261820,289380,318318,348634,380328,413400,447850,483678,520884,559468,599430,640770,683488,727584,773058,819910,868140,917748,968734,1021098,1074840,1129960,1186458,1244334,1303588,1364220,1426230,1489618,1554384,1620528,1688050,1756950,1827228,1898884,1971918,2046330,2122120,2199288,2277834,2357758,2439060,2521740,2605798,2691234,2778048,2866240,2955810,3046758,3139084,3232788,3327870,3424330,3522168,3621384,3721978,3823950,3927300,4032028,4138134,4245618,4354480,4464720,4576338,4689334,4803708,4919460,5036590,5155098,5274984,5396248,5518890,5642910,5768308,5895084,6023238,6152770,6283680,6415968,6549634,6684678,6821100,6958900
1431,4293,8586,14310,21465,30051,40068,51516,64395,78705,94446,111618,130221,150255,171720,194616,218943,244701,271890,300510,330561,362043,394956,429300,465075,502281,540918,580986,622485,665415,709776,755568,802791,851445,901530,953046,1005993,1060371,1116180,1173420,1232091,1292193,1353726,1416690,1481085,1546911,1614168,1682856,1752975,1824525,1897506,1971918,2047761,2125035,2203740,2283876,2365443,2448441,2532870,2618730,2706021,2794743,2884896,2976480,3069495,3163941,3259818,3357126,3455865,3556035,3657636,3760668,3865131,3971025,4078350,4187106,4297293,4408911,4521960,4636440,4752351,4869693,4988466,5108670,5230305,5353371,5477868,5603796,5731155,5859945,5990166,6121818,6254901,6389415,6525360,6662736,6801543,6941781,7083450,7226550
1485,4455,8910,14850,22275,31185,41580,53460,66825,81675,98010,115830,135135,155925,178200,201960,227205,253935,282150,311850,343035,375705,409860,445500,482625,521235,561330,602910,645975,690525,736560,784080,833085,883575,935550,989010,1043955,1100385,1158300,1217700,1278585,1340955,1404810,1470150,1536975,1605285,1675080,1746360,1819125,1893375,1969110,2046330,2125035,2205225,2286900,2370060,2454705,2540835,2628450,2717550,2808135,2900205,2993760,3088800,3185325,3283335,3382830,3483810,3586275,3690225,3795660,3902580,4010985,4120875,4232250,4345110,4459455,4575285,4692600,4811400,4931685,5053455,5176710,5301450,5427675,5555385,5684580,5815260,5947425,6081075,6216210,6352830,6490935,6630525,6771600,6914160,7058205,7203735,7350750,7499250
1540,4620,9240,15400,23100,32340,43120,55440,69300,84700,101640,120120,140140,161700,184800,209440,235620,263340,292600,323400,355740,389620,425040,462000,500500,540540,582120,625240,669900,716100,763840,813120,863940,916300,970200,1025640,1082620,1141140,1201200,1262800,1325940,1390620,1456840,1524600,1593900,1664740,1737120,1811040,1886500,1963500,2042040,2122120,2203740,2286900,2371600,2457840,2545620,2634940,2725800,2818200,2912140,3007620,3104640,3203200,3303300,3404940,3508120,3612840,3719100,3826900,3936240,4047120,4159540,4273500,4389000,4506040,4624620,4744740,4866400,4989600,5114340,5240620,5368440,5497800,5628700,5761140,5895120,6030640,6167700,6306300,6446440,6588120,6731340,6876100,7022400,7170240,7319620,7470540,7623000,7777000
1596,4788,9576,15960,23940,33516,44688,57456,71820,87780,105336,124488,145236,167580,191520,217056,244188,272916,303240,335160,368676,403788,440496,478800,518700,560196,603288,647976,694260,742140,791616,842688,895356,949620,1005480,1062936,1121988,1182636,1244880,1308720,1374156,1441188,1509816,1580040,1651860,1725276,1800288,1876896,1955100,2034900,2116296,2199288,2283876,2370060,2457840,2547216,2638188,2730756,2824920,2920680,3018036,3116988,3217536,3319680,3423420,3528756,3635688,3744216,3854340,3966060,4079376,4194288,4310796,4428900,4548600,4669896,4792788,4917276,5043360,5171040,5300316,5431188,5563656,5697720,5833380,5970636,6109488,6249936,6391980,6535620,6680856,6827688,6976116,7126140,7277760,7430976,7585788,7742196,7900200,8059800
1653,4959,9918,16530,24795,34713,46284,59508,74385,90915,109098,128934,150423,173565,198360,224808,252909,282663,314070,347130,381843,418209,456228,495900,537225,580203,624834,671118,719055,768645,819888,872784,927333,983535,1041390,1100898,1162059,1224873,1289340,1355460,1423233,1492659,1563738,1636470,1710855,1786893,1864584,1943928,2024925,2107575,2191878,2277834,2365443,2454705,2545620,2638188,2732409,2828283,2925810,3024990,3125823,3228309,3332448,3438240,3545685,3654783,3765534,3877938,3991995,4107705,4225068,4344084,4464753,4587075,4711050,4836678,4963959,5092893,5223480,5355720,5489613,5625159,5762358,5901210,6041715,6183873,6327684,6473148,6620265,6769035,6919458,7071534,7225263,7380645,7537680,7696368,7856709,8018703,8182350,8347650
1711,5133,10266,17110,25665,35931,47908,61596,76995,94105,112926,133458,155701,179655,205320,232696,261783,292581,325090,359310,395241,432883,472236,513300,556075,600561,646758,694666,744285,795615,848656,903408,959871,1018045,1077930,1139526,1202833,1267851,1334580,1403020,1473171,1545033,1618606,1693890,1770885,1849591,1930008,2012136,2095975,2181525,2268786,2357758,2448441,2540835,2634940,2730756,2828283,2927521,3028470,3131130,3235501,3341583,3449376,3558880,3670095,3783021,3897658,4014006,4132065,4251835,4373316,4496508,4621411,4748025,4876350,5006386,5138133,5271591,5406760,5543640,5682231,5822533,5964546,6108270,6253705,6400851,6549708,6700276,6852555,7006545,7162246,7319658,7478781,7639615,7802160,7966416,8132383,8300061,8469450,8640550
1770,5310,10620,17700,26550,37170,49560,63720,79650,97350,116820,138060,161070,185850,212400,240720,270810,302670,336300,371700,408870,447810,488520,531000,575250,621270,669060,718620,769950,823050,877920,934560,992970,1053150,1115100,1178820,1244310,1311570,1380600,1451400,1523970,1598310,1674420,1752300,1831950,1913370,1996560,2081520,2168250,2256750,2347020,2439060,2532870,2628450,2725800,2824920,2925810,3028470,3132900,3239100,3347070,3456810,3568320,3681600,3796650,3913470,4032060,4152420,4274550,4398450,4524120,4651560,4780770,4911750,5044500,5179020,5315310,5453370,5593200,5734800,5878170,6023310,6170220,6318900,6469350,6621570,6775560,6931320,7088850,7248150,7409220,7572060,7736670,7903050,8071200,8241120,8412810,8586270,8761500,8938500
1830,5490,10980,18300,27450,38430,51240,65880,82350,100650,120780,142740,166530,192150,219600,248880,279990,312930,347700,384300,422730,462990,505080,549000,594750,642330,691740,742980,796050,850950,907680,966240,1026630,1088850,1152900,1218780,1286490,1356030,1427400,1500600,1575630,1652490,1731180,1811700,1894050,1978230,2064240,2152080,2241750,2333250,2426580,2521740,2618730,2717550,2818200,2920680,3024990,3131130,3239100,3348900,3460530,3573990,3689280,3806400,3925350,4046130,4168740,4293180,4419450,4547550,4677480,4809240,4942830,5078250,5215500,5354580,5495490,5638230,5782800,5929200,6077430,6227490,6379380,6533100,6688650,6846030,7005240,7166280,7329150,7493850,7660380,7828740,7998930,8170950,8344800,8520480,8697990,8877330,9058500,9241500
1891,5673,11346,18910,28365,39711,52948,68076,85095,104005,124806,147498,172081,198555,226920,257176,289323,323361,359290,397110,436821,478423,521916,567300,614575,663741,714798,767746,822585,879315,937936,998448,1060851,1125145,1191330,1259406,1329373,1401231,1474980,1550620,1628151,1707573,1788886,1872090,1957185,2044171,2133048,2223816,2316475,2411025,2507466,2605798,2706021,2808135,2912140,3018036,3125823,3235501,3347070,3460530,3575881,3693123,3812256,3933280,4056195,4181001,4307698,4436286,4566765,4699135,4833396,4969548,5107591,5247525,5389350,5533066,5678673,5826171,5975560,6126840,6280011,6435073,6592026,6750870,6911605,7074231,7238748,7405156,7573455,7743645,7915726,8089698,8265561,8443315,8622960,8804496,8987923,9173241,9360450,9549550
1953,5859,11718,19530,29295,41013,54684,70308,87885,107415,128898,152334,177723,205065,234360,265608,298809,333963,371070,410130,451143,494109,539028,585900,634725,685503,738234,792918,849555,908145,968688,1031184,1095633,1162035,1230390,1300698,1372959,1447173,1523340,1601460,1681533,1763559,1847538,1933470,2021355,2111193,2202984,2296728,2392425,2490075,2589678,2691234,2794743,2900205,3007620,3116988,3228309,3341583,3456810,3573990,3693123,3814209,3937248,4062240,4189185,4318083,4448934,4581738,4716495,4853205,4991868,5132484,5275053,5419575,5566050,5714478,5864859,6017193,6171480,6327720,6485913,6646059,6808158,6972210,7138215,7306173,7476084,7647948,7821765,7997535,8175258,8354934,8536563,8720145,8905680,9093168,9282609,9474003,9667350,9862650
2016,6048,12096,20160,30240,42336,56448,72576,90720,110880,133056,157248,183456,211680,241920,274176,308448,344736,383040,423360,465696,510048,556416,604800,655200,707616,762048,818496,876960,937440,999936,1064448,1130976,1199520,1270080,1342656,1417248,1493856,1572480,1653120,1735776,1820448,1907136,1995840,2086560,2179296,2274048,2370816,2469600,2570400,2673216,2778048,2884896,2993760,3104640,3217536,3332448,3449376,3568320,3689280,3812256,3937248,4064256,4193280,4324320,4457376,4592448,4729536,4868640,5009760,5152896,5298048,5445216,5594400,5745600,5898816,6054048,6211296,6370560,6531840,6695136,6860448,7027776,7197120,7368480,7541856,7717248,7894656,8074080,8255520,8438976,8624448,8811936,9001440,9192960,9386496,9582048,9779616,9979200,10180800
2080,6240,12480,20800,31200,43680,58240,74880,93600,114400,137280,162240,189280,218400,249600,282880,318240,355680,395200,436800,480480,526240,574080,624000,676000,730080,786240,844480,904800,967200,1031680,1098240,1166880,1237600,1310400,1385280,1462240,1541280,1622400,1705600,1790880,1878240,1967680,2059200,2152800,2248480,2346240,2446080,2548000,2652000,2758080,2866240,2976480,3088800,3203200,3319680,3438240,3558880,3681600,3806400,3933280,4062240,4193280,4326400,4461600,4598880,4738240,4879680,5023200,5168800,5316480,5466240,5618080,5772000,5928000,6086080,6246240,6408480,6572800,6739200,6907680,7078240,7250880,7425600,7602400,7781280,7962240,8145280,8330400,8517600,8706880,8898240,9091680,9287200,9484800,9684480,9886240,10090080,10296000,10504000
2145,6435,12870,21450,32175,45045,60060,77220,96525,117975,141570,167310,195195,225225,257400,291720,328185,366795,407550,450450,495495,542685,592020,643500,697125,752895,810810,870870,933075,997425,1063920,1132560,1203345,1276275,1351350,1428570,1507935,1589445,1673100,1758900,1846845,1936935,2029170,2123550,2220075,2318745,2419560,2522520,2627625,2734875,2844270,2955810,3069495,3185325,3303300,3423420,3545685,3670095,3796650,3925350,4056195,4189185,4324320,4461600,4601025,4742595,4886310,5032170,5180175,5330325,5482620,5637060,5793645,5952375,6113250,6276270,6441435,6608745,6778200,6949800,7123545,7299435,7477470,7657650,7839975,8024445,8211060,8399820,8590725,8783775,8978970,9176310,9375795,9577425,9781200,9987120,10195185,10405395,10617750,10832250
2211,6633,13266,22110,33165,46431,61908,79596,99495,121605,145926,172458,201201,232155,265320,300696,338283,378081,420090,464310,510741,559383,610236,663300,718575,776061,835758,897666,961785,1028115,1096656,1167408,1240371,1315545,1392930,1472526,1554333,1638351,1724580,1813020,1903671,1996533,2091606,2188890,2288385,2390091,2494008,2600136,2708475,2819025,2931786,3046758,3163941,3283335,3404940,3528756,3654783,3783021,3913470,4046130,4181001,4318083,4457376,4598880,4742595,4888521,5036658,5187006,5339565,5494335,5651316,5810508,5971911,6135525,6301350,6469386,6639633,6812091,6986760,7163640,7342731,7524033,7707546,7893270,8081205,8271351,8463708,8658276,8855055,9054045,9255246,9458658,9664281,9872115,10082160,10294416,10508883,10725561,10944450,11165550
2278,6834,13668,22780,34170,47838,63784,82008,102510,125290,150348,177684,207298,239190,273360,309808,348534,389538,432820,478380,526218,576334,628728,683400,740350,799578,861084,924868,990930,1059270,1129888,1202784,1277958,1355410,1435140,1517148,1601434,1687998,1776840,1867960,1961358,2057034,2154988,2255220,2357730,2462518,2569584,2678928,2790550,2904450,3020628,3139084,3259818,3382830,3508120,3635688,3765534,3897658,4032060,4168740,4307698,4448934,4592448,4738240,4886310,5036658,5189284,5344188,5501370,5660830,5822568,5986584,6152878,6321450,6492300,6665428,6840834,7018518,7198480,7380720,7565238,7752034,7941108,8132460,8326090,8521998,8720184,8920648,9123390,9328410,9535708,9745284,9957138,10171270,10387680,10606368,10827334,11050578,11276100,11503900
2346,7038,14076,23460,35190,49266,65688,84456,105570,129030,154836,182988,213486,246330,281520,319056,358938,401166,445740,492660,541926,593538,647496,703800,762450,823446,886788,952476,1020510,1090890,1163616,1238688,1316106,1395870,1477980,1562436,1649238,1738386,1829880,1923720,2019906,2118438,2219316,2322540,2428110,2536026,2646288,2758896,2873850,2991150,3110796,3232788,3357126,3483810,3612840,3744216,3877938,4014006,4152420,4293180,4436286,4581738,4729536,4879680,5032170,5187006,5344188,5503716,5665590,5829810,5996376,6165288,6336546,6510150,6686100,6864396,7045038,7228026,7413360,7601040,7791066,7983438,8178156,8375220,8574630,8776386,8980488,9186936,9395730,9606870,9820356,10036188,10254366,10474890,10697760,10922976,11150538,11380446,11612700,11847300
2415,7245,14490,24150,36225,50715,67620,86940,108675,132825,159390,188370,219765,253575,289800,328440,369495,412965,458850,507150,557865,610995,666540,724500,784875,847665,912870,980490,1050525,1122975,1197840,1275120,1354815,1436925,1521450,1608390,1697745,1789515,1883700,1980300,2079315,2180745,2284590,2390850,2499525,2610615,2724120,2840040,2958375,3079125,3202290,3327870,3455865,3586275,3719100,3854340,3991995,4132065,4274550,4419450,4566765,4716495,4868640,5023200,5180175,5339565,5501370,5665590,5832225,6001275,6172740,6346620,6522915,6701625,6882750,7066290,7252245,7440615,7631400,7824600,8020215,8218245,8418690,8621550,8826825,9034515,9244620,9457140,9672075,9889425,10109190,10331370,10555965,10782975,11012400,11244240,11478495,11715165,11954250,12195750
2485,7455,14910,24850,37275,52185,69580,89460,111825,136675,164010,193830,226135,260925,298200,337960,380205,424935,472150,521850,574035,628705,685860,745500,807625,872235,939330,1008910,1080975,1155525,1232560,1312080,1394085,1478575,1565550,1655010,1746955,1841385,1938300,2037700,2139585,2243955,2350810,2460150,2571975,2686285,2803080,2922360,3044125,3168375,3295110,3424330,3556035,3690225,3826900,3966060,4107705,4251835,4398450,4547550,4699135,4853205,5009760,5168800,5330325,5494335,5660830,5829810,6001275,6175225,6351660,6530580,6711985,6895875,7082250,7271110,7462455,7656285,7852600,8051400,8252685,8456455,8662710,8871450,9082675,9296385,9512580,9731260,9952425,10176075,10402210,10630830,10861935,11095525,11331600,11570160,11811205,12054735,12300750,12549250
2556,7668,15336,25560,38340,53676,71568,92016,115020,140580,168696,199368,232596,268380,306720,347616,391068,437076,485640,536760,590436,646668,705456,766800,830700,897156,966168,1037736,1111860,1188540,1267776,1349568,1433916,1520820,1610280,1702296,1796868,1893996,1993680,2095920,2200716,2308068,2417976,2530440,2645460,2763036,2883168,3005856,3131100,3258900,3389256,3522168,3657636,3795660,3936240,4079376,4225068,4373316,4524120,4677480,4833396,4991868,5152896,5316480,5482620,5651316,5822568,5996376,6172740,6351660,6533136,6717168,6903756,7092900,7284600,7478856,7675668,7875036,8076960,8281440,8488476,8698068,8910216,9124920,9342180,9561996,9784368,10009296,10236780,10466820,10699416,10934568,11172276,11412540,11655360,11900736,12148668,12399156,12652200,12907800
2628,7884,15768,26280,39420,55188,73584,94608,118260,144540,173448,204984,239148,275940,315360,357408,402084,449388,499320,551880,607068,664884,725328,788400,854100,922428,993384,1066968,1143180,1222020,1303488,1387584,1474308,1563660,1655640,1750248,1847484,1947348,2049840,2154960,2262708,2373084,2486088,2601720,2719980,2840868,2964384,3090528,3219300,3350700,3484728,3621384,3760668,3902580,4047120,4194288,4344084,4496508,4651560,4809240,4969548,5132484,5298048,5466240,5637060,5810508,5986584,6165288,6346620,6530580,6717168,6906384,7098228,7292700,7489800,7689528,7891884,8096868,8304480,8514720,8727588,8943084,9161208,9381960,9605340,9831348,10059984,10291248,10525140,10761660,11000808,11242584,11486988,11734020,11983680,12235968,12490884,12748428,13008600,13271400
2701,8103,16206,27010,40515,56721,75628,97236,121545,148555,178266,210678,245791,283605,324120,367336,413253,461871,513190,567210,623931,683353,745476,810300,877825,948051,1020978,1096606,1174935,1255965,1339696,1426128,1515261,1607095,1701630,1798866,1898803,2001441,2106780,2214820,2325561,2439003,2555146,2673990,2795535,2919781,3046728,3176376,3308725,3443775,3581526,3721978,3865131,4010985,4159540,4310796,4464753,4621411,4780770,4942830,5107591,5275053,5445216,5618080,5793645,5971911,6152878,6336546,6522915,6711985,6903756,7098228,7295401,7495275,7697850,7903126,8111103,8321781,8535160,8751240,8970021,9191503,9415686,9642570,9872155,10104441,10339428,10577116,10817505,11060595,11306386,11554878,11806071,12059965,12316560,12575856,12837853,13102551,13369950,13640050
2775,8325,16650,27750,41625,58275,77700,99900,124875,152625,183150,216450,252525,291375,333000,377400,424575,474525,527250,582750,641025,702075,765900,832500,901875,974025,1048950,1126650,1207125,1290375,1376400,1465200,1556775,1651125,1748250,1848150,1950825,2056275,2164500,2275500,2389275,2505825,2625150,2747250,2872125,2999775,3130200,3263400,3399375,3538125,3679650,3823950,3971025,4120875,4273500,4428900,4587075,4748025,4911750,5078250,5247525,5419575,5594400,5772000,5952375,6135525,6321450,6510150,6701625,6895875,7092900,7292700,7495275,7700625,7908750,8119650,8333325,8549775,8769000,8991000,9215775,9443325,9673650,9906750,10142625,10381275,10622700,10866900,11113875,11363625,11616150,11871450,12129525,12390375,12654000,12920400,13189575,13461525,13736250,14013750
2850,8550,17100,28500,42750,59850,79800,102600,128250,156750,188100,222300,259350,299250,342000,387600,436050,487350,541500,598500,658350,721050,786600,855000,926250,1000350,1077300,1157100,1239750,1325250,1413600,1504800,1598850,1695750,1795500,1898100,2003550,2111850,2223000,2337000,2453850,2573550,2696100,2821500,2949750,3080850,3214800,3351600,3491250,3633750,3779100,3927300,4078350,4232250,4389000,4548600,4711050,4876350,5044500,5215500,5389350,5566050,5745600,5928000,6113250,6301350,6492300,6686100,6882750,7082250,7284600,7489800,7697850,7908750,8122500,8339100,8558550,8780850,9006000,9234000,9464850,9698550,9935100,10174500,10416750,10661850,10909800,11160600,11414250,11670750,11930100,12192300,12457350,12725250,12996000,13269600,13546050,13825350,14107500,14392500
2926,8778,17556,29260,43890,61446,81928,105336,131670,160930,193116,228228,266266,307230,351120,397936,447678,500346,555940,614460,675906,740278,807576,877800,950950,1027026,1106028,1187956,1272810,1360590,1451296,1544928,1641486,1740970,1843380,1948716,2056978,2168166,2282280,2399320,2519286,2642178,2767996,2896740,3028410,3163006,3300528,3440976,3584350,3730650,3879876,4032028,4187106,4345110,4506040,4669896,4836678,5006386,5179020,5354580,5533066,5714478,5898816,6086080,6276270,6469386,6665428,6864396,7066290,7271110,7478856,7689528,7903126,8119650,8339100,8561476,8786778,9015006,9246160,9480240,9717246,9957178,10200036,10445820,10694530,10946166,11200728,11458216,11718630,11981970,12248236,12517428,12789546,13064590,13342560,13623456,13907278,14194026,14483700,14776300
3003,9009,18018,30030,45045,63063,84084,108108,135135,165165,198198,234234,273273,315315,360360,408408,459459,513513,570570,630630,693693,759759,828828,900900,975975,1054053,1135134,1219218,1306305,1396395,1489488,1585584,1684683,1786785,1891890,1999998,2111109,2225223,2342340,2462460,2585583,2711709,2840838,2972970,3108105,3246243,3387384,3531528,3678675,3828825,3981978,4138134,4297293,4459455,4624620,4792788,4963959,5138133,5315310,5495490,5678673,5864859,6054048,6246240,6441435,6639633,6840834,7045038,7252245,7462455,7675668,7891884,8111103,8333325,8558550,8786778,9018009,9252243,9489480,9729720,9972963,10219209,10468458,10720710,10975965,11234223,11495484,11759748,12027015,12297285,12570558,12846834,13126113,13408395,13693680,13981968,14273259,14567553,14864850,15165150
3081,9243,18486,30810,46215,64701,86268,110916,138645,169455,203346,240318,280371,323505,369720,419016,471393,526851,585390,647010,711711,779493,850356,924300,1001325,1081431,1164618,1250886,1340235,1432665,1528176,1626768,1728441,1833195,1941030,2051946,2165943,2283021,2403180,2526420,2652741,2782143,2914626,3050190,3188835,3330561,3475368,3623256,3774225,3928275,4085406,4245618,4408911,4575285,4744740,4917276,5092893,5271591,5453370,5638230,5826171,6017193,6211296,6408480,6608745,6812091,7018518,7228026,7440615,7656285,7875036,8096868,8321781,8549775,8780850,9015006,9252243,9492561,9735960,9982440,10232001,10484643,10740366,10999170,11261055,11526021,11794068,12065196,12339405,12616695,12897066,13180518,13467051,13756665,14049360,14345136,14643993,14945931,15250950,15559050
3160,9480,18960,31600,47400,66360,88480,113760,142200,173800,208560,246480,287560,331800,379200,429760,483480,540360,600400,663600,729960,799480,872160,948000,1027000,1109160,1194480,1282960,1374600,1469400,1567360,1668480,1772760,1880200,1990800,2104560,2221480,2341560,2464800,2591200,2720760,2853480,2989360,3128400,3270600,3415960,3564480,3716160,3871000,4029000,4190160,4354480,4521960,4692600,4866400,5043360,5223480,5406760,5593200,5782800,5975560,6171480,6370560,6572800,6778200,6986760,7198480,7413360,7631400,7852600,8076960,8304480,8535160,8769000,9006000,9246160,9489480,9735960,9985600,10238400,10494360,10753480,11015760,11281200,11549800,11821560,12096480,12374560,12655800,12940200,13227760,13518480,13812360,14109400,14409600,14712960,15019480,15329160,15642000,15958000
3240,9720,19440,32400,48600,68040,90720,116640,145800,178200,213840,252720,294840,340200,388800,440640,495720,554040,615600,680400,748440,819720,894240,972000,1053000,1137240,1224720,1315440,1409400,1506600,1607040,1710720,1817640,1927800,2041200,2157840,2277720,2400840,2527200,2656800,2789640,2925720,3065040,3207600,3353400,3502440,3654720,3810240,3969000,4131000,4296240,4464720,4636440,4811400,4989600,5171040,5355720,5543640,5734800,5929200,6126840,6327720,6531840,6739200,6949800,7163640,7380720,7601040,7824600,8051400,8281440,8514720,8751240,8991000,9234000,9480240,9729720,9982440,10238400,10497600,10760040,11025720,11294640,11566800,11842200,12120840,12402720,12687840,12976200,13267800,13562640,13860720,14162040,14466600,14774400,15085440,15399720,15717240,16038000,16362000
3321,9963,19926,33210,49815,69741,92988,119556,149445,182655,219186,259038,302211,348705,398520,451656,508113,567891,630990,697410,767151,840213,916596,996300,1079325,1165671,1255338,1348326,1444635,1544265,1647216,1753488,1863081,1975995,2092230,2211786,2334663,2460861,2590380,2723220,2859381,2998863,3141666,3287790,3437235,3590001,3746088,3905496,4068225,4234275,4403646,4576338,4752351,4931685,5114340,5300316,5489613,5682231,5878170,6077430,6280011,6485913,6695136,6907680,7123545,7342731,7565238,7791066,8020215,8252685,8488476,8727588,8970021,9215775,9464850,9717246,9972963,10232001,10494360,10760040,11029041,11301363,11577006,11855970,12138255,12423861,12712788,13005036,13300605,13599495,13901706,14207238,14516091,14828265,15143760,15462576,15784713,16110171,16438950,16771050
